Ankle Angle,Hip Angle,Knee Angle,Ankle Momentum,Hip Momentum,Knee Momentum,Ankle Power,Hip Power,Knee Power
-22.01431655883789,33.79816055297852,8.202593803405762,-0.02820300869643688,0.579514741897583,-0.04931110888719559,-0.01173833943903446,-0.2813712060451508,0.187020868062973
-22.36691589355469,33.93117294311524,9.834899139404319,-0.02573431879281993,0.5989482522010806,-0.006484477687626444,-0.02717309333384051,-0.1217155516147593,0.02354709468781724
-22.95582160949707,33.97121887207031,11.3460069656372,-0.02079401984810834,0.6155861139297485,0.03995721191167797,-0.02648772858083258,-0.009868075698614615,-0.1369372844696032
-23.54812202453614,33.9605712890625,12.90334568023683,-0.01279264539480203,0.6291255235671999,0.08905139118433034,-0.01091302819550025,0.04321011081337954,-0.3265896856784835
-23.77668151855469,33.93314819335937,14.66651134490964,-0.00142855206504483,0.6395460128784178,0.1391008764505379,-0.001226786838378721,0.05712361931800837,-0.5599075913429226
-23.44021034240723,33.89697265625,16.62054443359375,0.01315008383244276,0.647091805934906,0.1885077953338623,-0.01804815419018269,0.06304073333740234,-0.797518789768219
-22.45268898010252,33.8366455078125,18.59635772705081,0.03142250403761891,0.6512737512588501,0.2350908100605018,-0.07514939755201439,0.09973114281892856,-0.9477479934692397
-21.16157722473145,33.72761459350586,20.34660110473632,0.0526332572102545,0.6525189757347107,0.2775142371654508,-0.1515403240919108,0.1935397565364827,-0.9617756843566901
-19.82061958312987,33.53020248413085,21.70440597534181,0.07664884477853794,0.6504700541496277,0.3138931453227999,-0.2249175041913991,0.3685419023036971,-0.8291789531707752
-18.58420219421388,33.19493026733399,22.67114372253417,0.1028911069035526,0.6449272394180299,0.3427510321140286,-0.2803288459777826,0.6222281575202901,-0.6105256080627475
-17.43965721130371,32.68074798583984,23.33839225769043,0.1306297034025192,0.6359511613845825,0.3637608289718628,-0.3209608197212219,0.919316291809082,-0.3727419972419739
-16.36867523193358,31.89992446899413,23.68757934570313,0.1593152880668644,0.6226738929748533,0.3748935282230378,-0.3477543115615848,1.200562429428104,-0.1569452241063089
-15.39052066802979,30.89815292358399,23.76442718505859,0.1881153315305708,0.6054806947708131,0.377378249168396,-0.3514871060848238,1.413207006454467,0.03976363390683992
-14.58798084259033,29.72877273559569,23.57314605712891,0.2163964480161669,0.5838945627212523,0.3707274675369262,-0.3109081685543056,1.528818559646607,0.2320370405912413
-14.04250812530518,28.47915191650392,23.143998336792,0.2435057282447811,0.5578767776489262,0.3556226134300234,-0.2205883443355576,1.565551972389221,0.4274048984050723
-13.75493717193604,27.18082427978516,22.47947883605957,0.2690938413143158,0.5278753638267517,0.3335531055927277,-0.1081011369824409,1.563870429992676,0.6109204888343811
-13.69131450653076,25.79874916076658,21.50058174133299,0.2924820303916934,0.4935776710510249,0.3047374665737148,-0.02895938884466809,1.550690054893493,0.7390046358108534
-13.68314762115478,24.31388740539552,20.2705593109131,0.3137663483619688,0.4560833156108859,0.2714729428291323,-0.02184309139847717,1.529273843765259,0.7857276558876038
-13.60557651519775,22.71257514953612,18.85526084899901,0.3327059626579286,0.4157479703426358,0.2347287178039548,-0.09786738827824662,1.483225202560424,0.7357499241828913
-13.38388481140137,21.01722183227542,17.38967704772951,0.3493892252445219,0.3733981847763068,0.1959878146648412,-0.2136674910783751,1.399237561225893,0.6150986790657064
-13.03904914855957,19.26100158691406,15.97139072418213,0.3641897439956665,0.3299042284488678,0.1565132588148117,-0.3081482350826263,1.283505797386169,0.4679392278194427
-12.63747291564941,17.45336647033689,14.65492439270018,0.3772158384323122,0.2859806656837457,0.1174436956644053,-0.3136583089828486,1.147921633720396,0.3332516491413099
-12.29549121856689,15.59523029327387,13.38867340087887,0.3892108738422397,0.2423600763082492,0.07960429713129893,-0.2271864235401113,1.007079362869259,0.2221318870782825
-12.11164264678956,13.66234226226812,12.09866867065433,0.4006680309772488,0.1995493501424802,0.04375510737300019,-0.07048762738705164,0.8610742092132611,0.1272157043218639
-12.12922420501709,11.64516716003421,10.71023159027102,0.4123417556285857,0.1578478366136557,0.0104366665706043,0.09107302352785863,0.7028270483016992,0.03206571955233952
-12.30179023742676,9.571986198425293,9.215855598449707,0.4248851239681244,0.1171831116080284,-0.02025607228279114,0.2026718109846115,0.5295846462249756,-0.06776642054319382
-12.55049304962159,7.500910663604706,7.649750804901101,0.4393608927726748,0.07742740660905782,-0.04766554087400474,0.2178341537714002,0.344580036401746,-0.1613771528005612
-12.76362895965577,5.499845790862983,6.110475921630818,0.4562819480896002,0.03793505094945318,-0.07217405736446444,0.1601787328720067,0.1616890475153873,-0.232891279459001
-12.87508296966553,3.625437831878714,4.694727706909219,0.4765798807144159,-0.001969989389179995,-0.09351809322833957,0.06543589532375613,-0.006953756511206773,-0.2698299348354333
-12.8801851272583,1.905531215667748,3.477749347686784,0.5009968936443325,-0.0432263933122152,-0.1117079824209211,-0.01281702064443299,-0.1542378127574902,-0.2734236001968385
-12.82901191711426,0.3293949067592621,2.460135698318481,0.5297125577926636,-0.08653802424669266,-0.127004399895668,-0.05277938768267632,-0.2825599908828735,-0.2556428015232086
-12.77373199462891,-1.095419883728047,1.644721293449391,0.5638980627059942,-0.13324882388115,-0.138943585753441,-0.06557802706956882,-0.3962265610694901,-0.2268233060836788
-12.72546367645263,-2.414466238021886,0.9630194187164137,0.6029492020607007,-0.1835838675498978,-0.1480100631713869,-0.1011607438325904,-0.5073778390884432,-0.1959260314702979
-12.643971824646,-3.650498914718594,0.4006068468094022,0.6472065091133105,-0.2383053302764877,-0.1539597511291503,-0.2024812251329386,-0.6284973144531214,-0.1653324931859979
-12.46478748321534,-4.847458648681624,-0.05301621332764063,0.6963006973266594,-0.2976000547409049,-0.1567844599485397,-0.3700608193874332,-0.776321160793302,-0.1360542774200443
-12.17058944702148,-6.045779228210449,-0.4098725914955139,0.7493044137954712,-0.3609509766101837,-0.1567245572805405,-0.5504902601242065,-0.9601008892059326,-0.1082698702812195
-11.78295497894286,-7.283818435668964,-0.6647702813148531,0.8057930350303658,-0.4283623814582834,-0.1533243328332901,-0.6495230197906501,-1.185415196418766,-0.0798717290163036
-11.40138759613036,-8.567821693420449,-0.8411722421646151,0.8640446782112138,-0.4982813954353353,-0.1471191495656965,-0.6219424724578821,-1.423678016662604,-0.04582371227443102
-11.11180095672608,-9.886811256408654,-0.922243523597716,0.9227579712867719,-0.5696318507194499,-0.1379795163869861,-0.4667170524597221,-1.636027050018305,-0.001588262990118424
-10.9567476272583,-11.19709053039549,-0.8614641427993797,0.9800303459167473,-0.6406336784362783,-0.1260914802551271,-0.2567162454128296,-1.781347393989561,0.0490347810089581
-10.90644359588623,-12.45557880401611,-0.6182483434677124,1.034266233444214,-0.709679901599884,-0.1118797138333321,-0.05861774459481239,-1.859584331512451,0.09400663524866104
-10.92807102203369,-13.620272064209,-0.1347987124696294,1.082595872879029,-0.7741772532463083,-0.09532572925090765,0.1150297299027468,-1.905721831321717,0.1148690894246103
-11.00116367340088,-14.71836166381839,0.5049376606941424,1.123809719085694,-0.832832551002504,-0.07715939730405753,0.3338229775428858,-1.982112884521488,0.1098285198211664
-11.17398700714111,-15.78884277343747,1.216015470027903,1.155400848388671,-0.8833935022354112,-0.05769758075475748,0.6872811198234443,-2.107695198059078,0.08532623648643572
-11.53261013031005,-16.87097663879393,1.913527989387502,1.175394201278686,-0.9241030693054195,-0.03751625940203696,1.209747457504264,-2.205589771270752,0.05658225268125573
-12.12108993530273,-17.94843292236328,2.607561826705933,1.183338165283203,-0.9545799493789673,-0.01717236824333668,1.828797340393066,-2.15096640586853,0.02899948507547379
-12.98176460266115,-18.9125141143799,3.432442617416394,1.175945162773132,-0.9721093654632571,0.002691498212516586,2.395382881164558,-1.772460603713982,-0.00692226924002231
-14.01084270477298,-19.63812942504884,4.537923240661661,1.154826545715331,-0.9781517267227172,0.02158973328769258,2.777801418304449,-1.117177164554573,-0.06301243752241346
-15.14020366668698,-19.99118881225585,6.061115074157668,1.118836879730226,-0.9718454122543337,0.03895718120038462,2.9093768119812,-0.3204587936401594,-0.1442947432398771
-16.32587089538573,-19.95207901000977,7.986239814758271,1.068640065193177,-0.9538130044937136,0.05433534979820231,2.87887077331543,0.3479409694671557,-0.2397382587194429
-17.59339332580566,-19.64477157592773,10.17177772521973,1.006405711174011,-0.9258423447608948,0.06760326027870178,2.879655838012695,0.7289341688156128,-0.33497154712677
-19.07665519714358,-19.22521247863769,12.52895565032962,0.9321984767913807,-0.8878549575805659,0.07820495218038573,3.187342643737799,0.7632298827171318,-0.4209795176982891
-20.90861701965338,-18.8408779144287,15.02343292236336,0.8499912619590735,-0.8429041862487779,0.08648919910192507,3.858862209320093,0.6718335270881635,-0.5003372907638571
-23.32404518127434,-18.50109519958497,17.73436355590812,0.761640346050265,-0.7921268463134781,0.09236231893300995,4.765111446380589,0.6698984265327437,-0.5747238874435404
-26.5414558410644,-18.06861534118653,20.71561012268062,0.6702127575874341,-0.737515592575074,0.09606287032365796,5.4524411201477,0.9168098330497686,-0.6409206867218009
-30.53645133972168,-17.37590026855469,23.91812515258789,0.5784504413604736,-0.6809257864952087,0.09802951663732529,5.522445201873779,1.379620552062988,-0.6944589614868164
-35.05373229980475,-16.18622760772703,27.28585319519048,0.489386725425719,-0.6238813638687126,0.09838775694370269,4.628871726989729,1.921570110321052,-0.7317276716232304
-39.25584106445322,-14.51146526336664,30.75372619628916,0.4049621880054451,-0.5678027987480148,0.09773333221673963,3.125691795349073,2.353076982498177,-0.7601178169250495
-42.22889404296868,-12.37376461029059,34.35880126953114,0.3273884594440482,-0.5138186335563675,0.09630800634622577,1.464128875732468,2.558782815933224,-0.7838596343994134
-43.33124313354492,-9.93727817535404,38.14853820800776,0.2581796288490305,-0.4628126025199897,0.09441556185483935,0.1947843194008008,2.531193065643313,-0.7997109532356261
-42.75198745727539,-7.375295162200928,42.08916473388672,0.1974366754293442,-0.4150300025939941,0.09226541221141815,-0.5001136064529419,2.349607229232788,-0.7970058917999268
-40.93562545776365,-4.805678176879846,46.04559555053716,0.1469142049551004,-0.3713409543037408,0.08993213772773739,-0.6163455724716183,2.088161516189571,-0.754547679424285
-38.83823013305658,-2.278458094596792,49.78555374145517,0.1049515411257734,-0.3312388062477101,0.08745082169771187,-0.4814225792884769,1.816730093955986,-0.6702427506446805
-36.94049148559576,0.1902244091033239,53.05498733520499,0.07168410867452708,-0.2949509978294382,0.08474602848291406,-0.286995065212255,1.556336855888374,-0.546991455554966
-35.40467834472658,2.57182636260983,55.66115798950192,0.04614580050110847,-0.262288218736649,0.08169364631175999,-0.1487034201622023,1.312236189842227,-0.4058265745639821
-34.11314010620117,4.827533721923828,57.59901809692383,0.02680015377700329,-0.2327667325735092,0.07820124179124832,-0.07030128687620163,1.087584495544434,-0.2692983150482178
-32.94044952392576,6.888334655761748,58.81836090087892,0.01336630973964913,-0.2066159486770626,0.07405036985874169,-0.03195542171597437,0.8986752033233618,-0.1588001906871782
-31.82485275268552,8.79605407714849,59.54474868774415,0.003895782883045996,-0.1831026881933206,0.06924519836902604,-0.00863201285246715,0.7498685598373379,-0.07607655450701532
-30.84266128540041,10.60620117187495,59.8553352355957,-0.002260574867250247,-0.1622153967618948,0.06369315683841723,0.004032395011745119,0.6428177595138577,-0.01839090511202959
-30.11274452209473,12.40153732299802,59.82640151977539,-0.006069009099155625,-0.1437058776617053,0.0574128434062005,0.007937369123101232,0.5627098798751842,0.02393484562635369
-29.65169525146484,14.20613193511963,59.49422073364258,-0.008355623111128807,-0.1271969228982925,0.05052265524864197,0.006894688587635756,0.4918611645698547,0.05737800523638725
-29.40133666992187,15.97106437683108,58.78892517089842,-0.009522881731390966,-0.1127633199095724,0.0430502489209174,0.00565632618963718,0.4188067317008962,0.08058626204729107
-29.14982376098632,17.62670555114751,57.75744934082027,-0.01014091596007348,-0.09986812621355023,0.03521145880222298,0.007184827513992894,0.3435048639774301,0.09157276302576066
-28.73053207397462,19.11352500915523,56.40327453613286,-0.01043722480535507,-0.08837483674287828,0.02710232436656975,0.01157641429454074,0.2726810276508351,0.08691587001085309
-28.07146148681642,20.43012771606443,54.8099891662598,-0.01061352211982012,-0.07793123722076431,0.01883909069001687,0.01662743054330343,0.214672967791558,0.06807636022567784
-27.24395942687988,21.62649154663086,53.08638381958008,-0.01077445782721043,-0.0681212842464447,0.01048914436250925,0.02037135884165764,0.1712067276239395,0.04029493033885956
-26.3578716278076,22.74767723083498,51.30947265624998,-0.01097802091389895,-0.05854020118713366,0.002042062184773265,0.02143836542963982,0.1412033230066295,0.007948190078604497
-25.50972747802732,23.84804115295413,49.52010726928705,-0.01123175714164973,-0.04865726977586717,-0.006550765596330415,0.02064176313579078,0.1160408139228814,-0.02586349621415238
-24.72255554199221,24.94279518127438,47.6991935729981,-0.01152971107512711,-0.03791949898004563,-0.01542129945009921,0.01910241059958939,0.08988452553749163,-0.06242253258824241
-23.97497711181641,26.02019767761229,45.79814376831058,-0.01184474434703588,-0.02569879591465015,-0.02475854419171796,0.01830100156366825,0.05921885073185014,-0.1059066742658608
-23.24598693847656,27.05271911621094,43.77921676635742,-0.01214608736336231,-0.01160377450287342,-0.03470636904239655,0.01875332742929459,0.02499760128557682,-0.1598751544952393
-22.53249473571776,27.98991470336916,41.5675254821777,-0.01238860934972763,0.005282184202224272,-0.04560528919100777,0.01999321803450586,-0.009883341845125447,-0.2302415341138851
-21.8333240509033,28.82397193908693,39.15348739624016,-0.01254389639943838,0.02497707009315553,-0.0574965879321102,0.02023504674434658,-0.04242828935384835,-0.3164048552513151
-21.16073493957521,29.54763679504392,36.51639022827156,-0.01257216911762953,0.04796984791755608,-0.07057821899652443,0.01765937060117732,-0.07085055559873504,-0.419748294353482
-20.56421508789063,30.17448692321777,33.69609069824223,-0.01244345344603062,0.0743272140622135,-0.08488644510507562,0.01179609838873158,-0.09354289919137929,-0.5388701796531659
-20.10906410217285,30.71648597717285,30.73266792297363,-0.0121536897495389,0.1036282107234001,-0.1002600491046906,0.004481939598917961,-0.108358770608902,-0.6698917150497437
-20.06991500854492,31.1462875366211,27.60246200561519,-0.01166909709572791,0.1358313828706746,-0.1166424721479418,-0.0007751171244308885,-0.1089827999472617,-0.807942795753481
-20.37119216918946,31.46366691589356,24.38578186035147,-0.01102594658732412,0.1697842925786982,-0.133556786179543,-0.001909513806458504,-0.09465910643339086,-0.9426585435867345
-20.4098991394043,31.65760307312011,21.13828735351572,-0.0102335795760155,0.2046798437833776,-0.1506100565195079,0.001104787422809637,-0.06606854349374862,-1.062572884559628
-20.13044013977051,31.74975204467773,17.92030487060551,-0.009333017095923438,0.23923287987709,-0.1672026336193083,0.005427620839327518,-0.03105337768793156,-1.154952692985534
-19.71299171447754,31.77641487121582,14.78613376617432,-0.008376537822186947,0.272335410118103,-0.1828304529190063,0.008397473022341728,0.001356550492346287,-1.211829781532288
-19.25304298400878,31.76052398681641,11.854764175415,-0.007422074396163211,0.30227022767067,-0.1966126054525377,0.008390767872333511,0.02119264602661152,-1.210662174224853
-18.8009494781494,31.72921333312988,9.215259742736748,-0.006530471052974439,0.3283511042594916,-0.2082356065511706,0.006594552285969192,0.02550096064805961,-1.139445304870602
-18.3615146636963,31.69929084777832,6.929441642761293,-0.005763813760131618,0.3493826508522028,-0.2170493453741071,0.004462317936122473,0.01200629994273239,-0.9714351177215634
-17.97497863769532,31.69390563964843,5.115062236785909,-0.005177712347358472,0.3647239923477171,-0.222667109966278,0.003432893287390474,-0.01609328249469351,-0.6992271542549179
-17.6560001373291,31.72772216796875,3.953232288360596,-0.00479171285405755,0.374626487493515,-0.2251685261726379,0.003758926643058658,-0.051624596118927,-0.3523905575275421
-17.31363716125488,31.81563568115234,3.661453104019166,-0.004662454966455697,0.3784018635749817,-0.2240340381860733,0.004930332489311712,-0.08599549680948303,0.01520400345325978
-16.87583160400389,31.94362030029297,4.064502620697046,-0.004753176774829633,0.3774819612503051,-0.2199708372354506,0.005322982463985647,-0.1138398557901389,0.3340000748634411
-16.43224487304689,32.10245361328125,5.070549488067593,-0.005063215922564258,0.3722868680953981,-0.2130735665559771,0.002841601800173627,-0.1352743417024607,0.5576326489448493
-16.33650016784668,32.28303146362305,6.470255947113015,-0.005552439298480741,0.3639172077178957,-0.203860715031624,-0.004525960003957006,-0.1560331463813779,0.6818713545799244
-16.94065093994141,32.48801422119141,8.098356246948242,-0.006162899546325207,0.3535450398921967,-0.1929990202188492,-0.01642057113349438,-0.1799929738044739,0.7390481233596802
